,Unnamed: 0,Insult,Comment,Sentiment
675,675,0,regan wa ticked off also thats plain 2 c if munroe doesnt like being scolded like a child he shouldnt act like 1 they have the right 2 askxa0questions thats not the point any reporter should be respectful allow any president 2 finish his statement then ask question president not answering question at the end is nothing new either they have all done it in the regan clip a they are hollering out u can clearly see regan is annoyed he tell them he will not be answering question when the a hole bret brier interviewed mr o he could not answer a question because that idiot kept talking over him interrupting him that situation wa worst mr o handled that pretty dam good it about respect whether u like the man or not bill clinton join in the negative talk about mr o but if u havent heard him u would never know when u c them togetherxa0nnhow about u watch the full clip of the incident sam donaldson know it wrong bill oreilly said so even hannity mr o did answer his question tucker know better if immigrant munroe ha a problem go back from whence u came free up a job 4 a real americangrow up act like adult stopxa0embarrassingxa0yourself your country,0.017099567099567097
676,676,0,michelle did you have a macro lens or is this just off something like a 1855mm,0.0
677,677,0,nikestorw be fuckin up man,0.0
678,678,0,point is both are livingdead weightnand u can find more capable younger leader because the young have more vision,0.25999999999999995
679,679,0,afvet1991nnim not gay you sad little freak not everyone who support gay marriage are we have empathy and compassion for others unlike you religious bigot who cant wait to judge others,-0.09583333333333334
680,680,0,so are younnow go to bed boy,0.0
681,681,0,you are a theif are you,0.0
682,682,0,i watched some david video clip on youtube to my surprise i found him here too it great that somebody decided to speak about polish language a well it clear some superstition and stereotype about my language it turned out that it not that bad,0.06666666666666672
683,683,0,how can you put creation in philosophy it ha no fucking logic creation doesnt belong in philosophy,0.3
684,684,0,theyre saying it could be an acl tear,0.0
685,685,0,bill maher is a dumb faggotnnshow more show lessneditnreplyn06172012 0731 pmnin reply to responding to trolln198 likesn nnnread more httpdailycallercom20120616billmaherfindssixblackmentodeemmattdrudgeracistvideoixzz1yhvyeuh8,0.20833333333333334
686,686,1,you seem racist you dumb ho why not start cry about slavery even though xa0you were never there im irish my ancestor were slave too do you hear irishwhitey cry for a handout i am not afraid of black people in fact i never met a niggr that i couldnt beat up and stop being afraid of whitey sexul prowess you black girl love white men and you know it maybe because we raise our own child something niggs been dodging since the day he wa born or maybe you are afraid of our intelligence and education afraid of black peoplelololololololololololololololololo anyway back to the slavery issue we bought you and your nigets from other black peep which mean that you were sold to u by black people so get mad at them not u they sold out they own race bith now blw me you stupid niga ho since thats all your mouth is good for xa0 b,-0.10337301587301588
687,687,0,what happened to all the talk about that industry hurting because obama wouldnt let them drill all over the placennthat is what you call a straw man arguement xa0no one is saying the industry is hurting because it notnnwhat people are saying is that it moronic to send almost a billion dollar a day to country that hate u when we could be developing our own naturalxa0resources,-0.10000000000000003
688,688,0,i wouldnt sleep on the dbacks either hudson return should really help that rotation out,0.2
689,689,0,when he pulled out it looked like only 23 of his dick wa wetdayum no wonder she wa moaning,0.0
690,690,0,aside from calling the police you should contact the bdn and tell them what you saw so they fix this false article,-0.4000000000000001
691,691,0,a pic from queen nicki concert last nightxa0nhttptwitpiccom9xz941xa0now you tell mewho the fuck is winning,0.033333333333333326
692,692,1,no idiot tell it to the surpreme court and youre not even funnymorning asshole go back to bed,0.2
693,693,0,sure the people who actually diagnose and treat disease are the problem not the horde of parasite around them,0.25
694,694,0,i think youll find it her money now,0.0
695,695,0,i have 2 absolutely great reason not to vote obamannmy child he cannot be allowed to destroy their future,0.20000000000000004
696,696,0,otra historia estaria contantoxa0 elxa0 senador escalona sixa0 en 1990xa0 elxa0 binominalxa0 noxa0 ubiese estadoxa0 y la udi y rn con un 32 de los votos de la epoca obtuviera 50 de los escaxf1os de diputados y enxa0 elxa0 senadoxa0 noxa0 ubiesenxa0estadoxa0 los 11 senadores designadosnquienes hanxa0 protgidoxa0 entonces la malxa0 llamada obra de la inequidad enxa0 chile entonces xbfxbfxbfxbf los mismoxa0 que hoy no gobiernas pues los cuorumxa0 para cambiar leyes economicas y debitoxa0 fiscalxa0 tenianxa0 que pasar por ciertoxa0 por rn y la udi nque mala memoria de los que bomitanxa0 odio y balas en este foro,0.0
697,697,0,more spin from the tea party bleacher,0.5
698,698,1,youre a freaking idiot there isnt a word in the dictionary toxa0describexa0you youre just beyond a dumbass it not evenxa0funnyxa0anymore,-0.8
699,699,0,citizen united didnt have squat to do with the wi recall xa0nnhttpcampaign2012washingtonexaminercomblogsbeltwayconfidentialcitizensunitedrealimpactwirecallzero583241,0.0
700,700,0,woot i detect the usual liberal vibe of race injected into your postlet me make it easy on you without knowing your skin color being it doesnt matter a wit to mennblow it out your assnwas that straight enough to the point for you sir,0.09583333333333334
701,701,0,jay my condolence to you and your family it a terrible way to get a wakeup call but im glad youve found a way to channel this terrible loss into something positive for you and yours enjoy life in the slightly slower lane,-0.1732323232323232
702,702,0,database system are what i do for a living,0.0
703,703,0,thats all rondo can do hold on to his man,0.0
704,704,0,who the fuks know wats going on in space when we dont know wats going on in area 51,0.0
705,705,0,the wedge issue isnt whether woman use birth control xc2xa0the issue is obamas continued and frequent and deliberate abuse of the constitution xc2xa0it is one more example of his utter willingness to destroy the principle in our founding document so that he can dictate to the populace a he see fit xc2xa0he ha shown all too often that he care not for the first amendment especially if anyone us it to speak against his policy they are attacked branded racist labeled a unintelligent xc2xa0he doe not respect the second amendment one of the best protection against both criminal and overweening government power xc2xa0he care not for the 10th amendment because he excoriates the state for exercising power delegated to them by the constitution that of arizona to protect it own border and it budget that of texas to draw it electoral district the right of state to control their own budget on a wide range of issue xc2xa0he doe not respect the 14th amendment if it mean enforcing statute against black who violate them such a the infamous chicago voting right case or the directive by his dept of education to college and university to reduce the legal standard of proof for finding of rape and sexual assault when brought against a male so that a man career can be ruined on sayso even when a police investigation show the accuser to be lying or his dept of justus guidance memorandum that allows college and university to wink wink substitute the term critical mass for quota and throw clear law into the trashcan while pursuing racial preference xc2xa0he doe not believe in the right to contract guaranteed by article i of the constitution note his giving labor union position ahead of stockholder and bondholder in the grant to chrysler and gm xc2xa0note his effort to curtail what company pay their executive a matter for stockholder who own those company not the governmentnnanother issue is his apparent belief that the public is incredibly stupid xc2xa0his compromise on the birth control requirement for catholic institution simply mean that the overall rate for health insurance will be raised for those institution to pay for both the administrative cost of outreach a well a for the birth control device including abortifacient such a the morning after pill xc2xa0nothing is free but one would never know it by looking at his budget,0.07542989417989418
706,706,1,wow way to tell u how rich you arestupid yuppie,0.2375
707,707,0,you do realize you just called your mom a whore real smart,0.3214285714285714
708,708,0,look like you had a great weekend nn lauren,0.8
709,709,0,and there not a single decent white person whod come within a mile of youxa0 ironic isnt it,0.1005952380952381
710,710,0,yinzerinctxa0xa0akusxa0xa0susiemoxa0im fairly certain this blog ha the most dany heatley reference per caput than the rest of the internet combinednxa0nand were not even a wild blog,0.2714285714285714
711,711,0,like our first ever credit rating downgrade,0.25
712,712,0,do you really think yourxa0continuousxa0rantings that someone might just believe you here you do understand everyone get a good chuckle when you postxxoo canada,0.44999999999999996
713,713,0,sandie sandynof course with someone who would post the eurocentric nonsense about bore child out of wedlock it make sense that you would relish the gossip about the private affair of individual who seemed quite comfortable with their mating arrangementsnntell u gossip sandy ha the former husband been complaining to you and promise you his organ if you share his lossnthe deceased wife of magnanimous mugabe complainednnwe have never heard anything from these people about their private life you ever thought that the all had a pactncomrades sharing their femalesnwives not minding husbanding having a small housenthese are all fine traditional practicesnnthose who are gossipy and sexobsessed are going to have a hard time with the more conservative and wise african practice which have sustained coherent african society for thousand of generationsnngo do the gossip in europe they are much into minding other people businessndignified african female are to busy to waste time with such gossipy garbage,0.09285714285714286
714,714,0,mine came fromxa0chihuahua allegedly,-0.1
715,715,0,if you mean uk is your god then youxa0are right,-0.01339285714285715
716,716,0,i think you are confusing the way thing are with the way thing should be operation is everyones responsibility but it should not be that way see httpblogappfogcomwhatisnoopsanyhow for more detailnn nnalso i did not coin the term noops it wa coined by forrester in april 2011 httpwwwforrestercomrbresearchaugmentdevopswithnoopsqid59203t2nn nn,0.1
717,717,1,youre starting toxa0sound like a nazi,0.0
718,718,0,how a csm work n after a hand is over the card just used are placed back into the shuffler to be mixed with the other card in the shoe shuffle masteru2019s king us an elevator system to randomize the card a the elevator is moved up and down card are randomly inserted into one of the 19 shelf in the elevator the shuffler randomly selects a shelf of card to deliver into the shoe because of the nonlinear process every discard reinserted following a hand ha a chance of appearing in the next round although shuffle master say the king differs from their competitor continuous shuffler because the others use a linear design most csms so the same thing they put the discard back into play and doe away with the dealer having to stop to physically shuffle the card at the end of a shoe nthe house edge the continuous shuffler have no benefit for the player and ha been dubbed the uncomfortable shoe it eliminates card counting for the skilled player and will also have a major disadvantage for the basic strategy player it speed up the game nwhen the csm wa first introduced many player felt it would probably increase the house edge a it turn out this is not entirely true michael shackleford the wizard of odds did a mathematical analysis of the continuous shuffling machine and found that there wa a very slight reduction in the house edge nin a four deck game the edge is 0034 percent and in an eight deck game is tis0014 percent before you get excited about a slight reduction in the house edge you have to realize that when the casino us a csm the speed of the game is increased by about 20 percent the basic strategy player stand to lose more in the long run because they are exposing more money to the house edge na a player i feel itu2019s a treat to visit a casino that offer double and single deck game i would hate to see these game eliminated altogether even a multi deck shoe game is preferable to the continuous shuffling machine the best way you can let the casino know this is by refusing to play blackjack at the casino that use a csm for their blackjack game,-0.061820436507936505
719,719,1,embrace the probability of your iminant death you idiot,-0.8
720,720,1,good riddance you drug abusing loser,0.7
721,721,0,she wa kind of a main character,0.3833333333333333
722,722,0,i allways flag anything it say on the spot it ha proven itself to be a troll of the worst sort a spamming one,-1.0
723,723,0,no even if he ha the best season next year he wont get it because the medium get bored thats why jordan didnt win more too bad we dont have any good reporter voting like there were back in the bill russell day,0.225
724,724,0,eh billy joel not a bad guy music fucking awful of course,-0.32500000000000007
725,725,0,i know sitting in front of fire cozied up how often doe that happen but at least we dont have to shave our leg a oftenx,-0.3
726,726,0,tol1d7 i think that is the whole point i would appear that one of these politician may have been directly affected by the drain on england known a immigration too little too late if you ask me a another mentioned on here if someone wa qualified to make that kind of money they would use their trade elsewhere,0.0825
727,727,0,woman that are prostituted are victim,-0.07500000000000001
728,728,1,hating for jealousy is just so absurd though it make you look like an idiot with no knowledge of baseball at all,-0.65
729,729,0,yep i still despise this show too fucking frat boy humor,-0.6
730,730,0,do you realize how many people get duis and retain their job,0.5
731,731,0,look at the bright side the libsdems have this david crockbrock character supporting their side a strong wind will blow him from la to boston,0.4611111111111111
732,732,0,hey teacher deserve every penny they can get it is a thankless job and very important,0.52
733,733,1,i see you dreamt about me all weekend i am not into men like you are and also coward arent very attractive now get to work you little cowardly stable boy,0.40625
734,734,0,are you newcomer to this world,0.0
735,735,0,michelle s ngnvjmichellenregional actress host model 1st runnerup the amazing race asia 4 team singapore fhm modelnnnnikita conwingraduated from john robert powersnmonster rdio rx 931nnndeniece milinette cornejonmodelnnkrish enriqueznone of the 24k in ab cbns deal or no dealnnanya penanmodelnngoldamier gamirnmodelntanduaynnnhow can you swallow all these thing you know how to read nbut you dont know how to understand nand you want to be an ambassadornand meg is letting you do all these thing how sad,0.050000000000000044
736,736,0,arsenal are glory hunter we dont park the bus and we dont spend 35 mil just because we love a pony tail player who can only wait for corner,0.25
737,737,0,what is your problem 1492 why cant you just have normal and civil conversation come on please grow up so others can enjoy commenting,0.275
738,738,0,well brave were bound to break out the losing streak nobody better to do it against than sorry a s westbrook,0.26666666666666666
739,739,1,fucking savage,-0.6
740,740,0,the number of invasion your ancestor were subjected to the invader having their way with your grandmother is obvious by your complexionnngood point,0.0
741,741,0,the u govermet spends billion of dollar every year guarding against al qaeda,0.0
742,742,0,i agree it would have been better than doing nothing trouble is baa didnt get the political backing it needed the 2003 white paper should have said that in 2030 heathrow close were building 4 new runway at stansted you are movingnngus,0.08727272727272727
743,743,1,you pathetic pimplefaced little adolescent moron have you not studied sarcasm yet nnlet me guessyou are a product of home schooling right,-0.42544642857142856
744,744,1,it comedy u fuckin hater nigga prolly is smashin her off camera,0.0
745,745,0,i told you to suck on the marriage penalty you numbskullnbesides every fiscal year ending sept clinton added to the federal debt treasurygov pal look it up,0.0
746,746,0,iwe got no class no taste no shirt and shit facedinmore nickelback lyric for your listening pleasure,0.024999999999999994
747,747,1,you know what pathetic your mom asked me to remind you that it is bed time oh and she just asked me to have you send your sister to her bedroom,-1.0
748,748,1,and you are retarded,-0.8
749,749,0,are you colorblind,0.0
750,750,0,it also nice when saban can sign 120 kid every 4 year compared to a normal non sec team 85,0.21666666666666667
751,751,1,lol your full of chit just another stupid liberal,0.11666666666666665
752,752,0,i am so wanting a repub politician to blow itlose his or her temper about the incompetence and the arrogance of the white houseof the short term fix for campaign reason and no solution to our long term solvency and security come on guysbe human get mad,-0.135
753,753,0,i really like when you combine tactic such a these you have an integrated marketing and communication program that drive result real result such a improved margin shortened sale cycle and increased revenuesnn nnive read a few friend recently trying to defend the idea of accepting pr a a 15kmonth crap shoot that eventually the medium would magically convert you into a successnn nnas far a i can see a few month in im going to see result that paid for thet monthly spend or im going to find something else to spend it onnn nnmagical thinking is what ha jacked up huge segment of our society today,0.01818181818181818
754,754,0,ha ha i love reading about your pick seriously i wa going to do it this time but couldnt get my pick in on time i wa out of town all weekend at my daughter college graduation but ill try to get in on the pool action at wimbledon good luck everyone and remember nole rule,0.09333333333333334
755,755,1,retard,-0.9
756,756,0,what modified by editor feature are you talking about,0.0
757,757,0,re luke babbitt the funniest tweet ive read all year wa the luke babbitt original chalupa 3 written a an espn 30 for 30 promo,0.375
758,758,0,if you think the people on this site give a shit about prison guard safety youre nut,-0.2
759,759,0,sholaameobi what planet do you live on you need to get down to specsavers are you blind or stupid,-0.32979797979797976
760,760,1,xshogunxs eye are spread far a fuck he look like he ha down,-0.15185185185185188
761,761,1,peter8888nnyou showed your true color in addition to comment misdirection you are now using name calling and innuendonnname calling innuendo comment misdirection the last refuge of someone who ha no viable logical or well reasoned comment,0.19999999999999998
762,762,1,ryango back to sucking your mother teatboywonder,0.0
763,763,0,75000 why are you on here then,0.0
764,764,1,and youre not a racist are you what a joke you are,0.0
765,765,1,at this point it is safe to say your ignorance can be now classified a stupid,-0.14999999999999997
766,766,0,thats the quote from konstantin eduardovich tsiolkovsky the father of russian space science nnnyou are profoundly learned,0.041666666666666664
767,767,0,yes that wa bullshit when you said that which is probably why a mod deleted it but ill be around to remind you of what you said not to worry,-0.15
768,768,0,you are correct they should be forcefully ejected out of israel,0.0
769,769,0,it because of perez and because of thexa0nnu266ananana nanannnananananau266b,0.0
770,770,0,how could he not i had to drive to chicago to see ithe girlfriend experiencei in a theater i doubt ill have to go that far for imagic mikei but im fully prepared to,-0.2
771,771,0,and who protects u from you when you decide you dont like our political view or our religion or the color of our skin and how is asking for some reasonable safety precaution taking away your right,0.1619047619047619
772,772,1,you dude really need a fucking life plenty people with job dont have car so for you to sitting here judging someone el life really say alot shut da fuck up n just watch the video,-0.15
773,773,0,if criuticism is based on the factsthen let call it what it islet take stevenglens bile for instancenncopy postxc2xa0obama ha spent that in only 3 year and gotten nothing for it except 200 dead mexican citizen and several failed green energy plant ok first off thats a boldfaced liesecondly show non partisan fact that verify that verbal vomit you just posted and i will start here on obamas achievementsbut ask bin laden somali pirate al queda and quddafi if they think obama is all talk and no actio over these last few yearsbut for obamas domestic accomplishment i willrefer you herer to politifactorgobamas promisesread that and keep it movingturn off fix news and el rushbo for an hour a daynnnnhe ha also created the most vitriolic and partisan atmosphere ive ever seen with his divisive class warfare and demonization of several group of americansno actually bush did that with the youre either with u or against u cowboy bravadovoters rejected that in 2008 and by partisan you mean racist or do you mean the republican that would rather see america fall into the sea that see obama fix this countrymr mitch we wont work with obama turkey neck mcconnellso stop bsn here who is the real partisan here yea obama try to work with redumblicans and he the one who partisandont make me laughnhe mock our process of democracy praise and support our enemy and alienates our friendshe claim to want to create job then ha his socialist minion squash any effort at expansion or business start with excessive regulation fine fee and lawsuitsnsupports our enemy like he did bin laden who bush gave a pas too for what 8 yrsthis whole post here is laughable on it idiotic faceagainim not gonna entertain this notion of bile you just posted cause it too comical to addressstop watching fix newsin case you didnt know they dont tell the truththey just propagnadizebtwwho are obamas socialist minionsyou mean saul alinsky or bill ayerswhat about josef stalinwhile youre at it a truth socialist would laugh in your face listening to you squawkni could write page but the effort would be wasteddont waste the informed voter time and effortni see from your profile youre something of an amateur at this it would be helpful to your case if you could post some link verifying your claimsis that the best you can do is insult people based on their avi you sound like a child thrashing around in the sandbox at schoolhave you considered a career selling fertilizer maybe you should try it first and show u hows it donennand honestly anyone that cosigns on that partisan parrot bile is just a big an idioti didnt see one fact in that while diabtribe,0.03371212121212122
774,774,0,who are any of u to say who is or is not trustworthy to hold nuclear weapon especially israel or more precisely apologist for it like yourself,0.3
775,775,1,god you really are stupid,-0.29999999999999993
776,776,0,you talk crapxa0 nothing shooting doe endangers many specie of bird and animal but you are welcome to now give u example of thisnnso go on name some animal and bird endangered by shooting,0.65
777,777,1,youre so fucking dumb,-0.375
778,778,0,replying here to save spaceni think i understand what youre feeling put it this way a someone who is actively involved in the systematic elimination of other human being i totally understand how all this movie shit really aint that important in the grand scheme of thing however i and others in a similar situation use them to decompress from that real shit and more often than not movie help express stuff in way only film can it doe have valuenand to your hypothetical situation about the victim using faith to survive i would recount the ivery reali example of young afghan girl getting their face mutilated by their own family over irrational outdated customsreligious belief is it better to have faith that produce these atrocites i dont know i dont have an answer alls i know is although i thoroughly disagree with the absolute abolition of religion it very obvious that we have to find a way to evolve our thought process noh and a far a movie related article are concerned scientology is famously a very big force in the entertainment industry a many of the big name alist actor follow that faith i think it warrant discussion and dont forget there a movie coming out later this year about the hubbard the trailer for which wa covered recently here worth checking out,0.09876543209876541
779,779,0,man youve got your music knickers in a twistxa0 i play two three chord riff in e flatxa0 i dont know where parity come into itxa0 strum on guy,0.0
780,780,1,manyxa0sri lankansxa0talking shitxa0as usualxa0wexa0must buildxa0srixa0lankaxa0wexa0must work togetherxa0whenxa0will youxa0understand that,0.0
781,781,1,doubt it again showing your awesome reading comprehension skill i said youre acting like a btch not you are a btch big difference there genius,0.3333333333333333
782,782,1,buddha is a fat as slobnufffff said he is the fake you moron,-0.65
783,783,1,you called someone stupid wow you must smoke spice and meth combined because you sound brain dead before putting your 2 sense into something that you have no education on just what you hear from the medium think about what you say you sound like a fucking pawn just like the rest of society believe everything you see on the news you brainwashed grunt,-0.11666666666666665
784,784,0,531 cnn poll please tell me whether you agree or disagree that each of the following candidate ha the personality and leadership quality a president should havennresult obama 60 romney 51 nnhttpwwwpoliticocomnewsstories061277009html,0.0
785,785,0,coach p rrtrackdawg70s virginiadawg mason look to r so it either lemay and bauta a the backup,0.0
786,786,0,hey jamie allkpop is not being biased theyre just writing the fucking truth out of all those idol out there,-0.6
787,787,0,samadhixa0xa0voiceofinsanityxa0lol i am in no way upset bc youve called me a moron ive been called much worse and i never picked a side xa0i just dont understand whatxa0legitimatexa0proof you have besides your bullshit guilt by association that make trayvon wa a gang banger might i point out that youve yet to provide a reason behind your statement on that topic btw i read the story and all the post it kind of hard to stay on topic when i debate you and you completely change the topic and start attacking me right,-0.12942176870748298
788,788,0,maybe you should go back and read the second comment,0.0
789,789,0,money bitch but not before your niggaz get the money fuck the bitch ball wit yo niggaz preach my nigga jones lol,0.2
790,790,0,i think youre still tired either that or you just didnt proof read and wrote it out too fast shelby wa beside herself when she got to drive her intoxicated brother home xa0nnof course we all know you meant unclesnni am so glad yall had fun i think everyone of you needed that even the girl especially bobby,0.12
791,791,0,who give a fyck this is his second year,0.0
792,792,0,please do not talk shit about other artist in 2pms article we hottest always respect other artist by not pushing them down to make our artist look better we are a proud fandom,0.11574074074074074
793,793,1,she continues to be obamas whore,0.0
794,794,0,how do the tower connect to the bottom pentagon since it not flat,0.0125
795,795,0,merci beacoup tous xeates vraiment mignon chloxe9 la soirxe9e a xe9txe9 toutnsimplement la plus beau de ma vie,0.0
796,796,0,stupid cuz kara girl always have short under skirt or dressesits ok i cant see shit anyways still luv her,-0.12499999999999999
797,797,1,you have a dream too i heard your sister gave you handjob a a symbol of pity,-0.1
798,798,0,mxecnh cxf3 kinh nghiu1ec7m sau u0111xe2y bu1ea1n thu1eed lxe0m theo cxe1c bu01b0u1edbc sau u0111xe2y xem saonxa0xa0 1 dxf9ng fire fox hou1eb7c google chrome u0111u1ec3 vxe0o google khxf4ng dxf9ng internet explorer nxa0xa0 2 gxf5 anonymouseorg enter click vxe0o anonymouseorg u1edf dxf2ng u0111u1ea7u tixeannxa0xa0 3 cu1eeda su1ed5 mu1edbi hiu1ec7n ra cxf3 2 lxe1 cu1edd cu1ee7a nu01b0u1edbc anh vxe0 nu01b0u1edbc u0110u1ee9c click trxe1i vxe0o lxe1 cu1edd anh u1edf bxean trxe1inxa0xa0 4 cu1eeda su1ed5 mu1edbi hiu1ec7n ra bu1ea1n thu1ea5y phxeda du01b0u1edbi hxe0ng chu1eef enter website address cxf3 2 khung chu1eef nhu1eadt u1ede khung bxean trxe1i bu1ea1n gxf5 danlambaovnblogspotcom nu1ebfu muu1ed1n u0111u1ecdc trang bbc viu1ec7t ngu1eef thxec gxf5 bbccoukvietnamese sau cxf9ng bu1ea1n u0111u01b0a con tru1ecf vxe0o khung chu1eef nhu1eadt bxean phu1ea3i click trxe1i 2 lu1ea7n vxe0o hxe0ng chu1eef surf anonymously su1ebd u0111u1ecdc u0111u01b0u1ee3c,0.0
799,799,1,and i call you a brain dead jew retard because it true perhaps if you got the muslim nazi dick out of your as youd have more friend,-0.06250000000000003
800,800,0,would someone please send this guy a blow up doll of obama with a 55 gallon drum of ky and be done with it,0.0
801,801,0,a a brown fan i softly weep,0.1
802,802,0,you troll so hard,-0.2916666666666667
803,803,0,thats just a clichxe9and typical baseless and silly accusation that homosexual advocate throw out there to try to scare off your adversary whats next im a homophobe im a closet homosexual im a bigot lol come onyou can do better than that cant you that stuff is all worn out find something new to say about me let see you be really imaginative,0.19567099567099566
804,804,0,it sad how utterly uncool the proglodytes have become in four short year,-0.16666666666666666
805,805,1,you are the one who brought up the topic kalifornia kendollnnand then you whine like a beech when somebody call you on itnnwhatevernnkeep trolling for a teabagger kendollyou may get lucky kalifornia phaggot,0.3333333333333333
806,806,0,bear with me for a sec george stephanopoulos is greek right greece is rioting quit riotcum on feel the noise bring in da noise bring in the funk bring the pain method man barack obamas method to take over the usa is to hire george soros and medium matter to make dick morris suck on toe on hannitys show to totally make fox news look like a bunch of pinky toe licking con artist discrediting awesome guy like glen back and oliver north go ahead call me crazy,0.0836734693877551
807,807,0,magic number magic underpants no big deal,0.3333333333333333
808,808,0,you are really talented channelxa0 multi faceted and shit,0.24999999999999997
809,809,0,may he eat shit and ilivei,-0.2
810,810,0,there wa no ethnic cleansing flag the spam,0.0
811,811,1,you need some serious psychological help,-0.16666666666666666
812,812,1,look who is talkingthe payaso who suck at both english and spanish,0.0
813,813,0,you were right all along not,0.2857142857142857
814,814,0,one day youll let your child eat light naked you are one sick puppy,-0.10476190476190476
815,815,0,if rcae is your premise help u if fear of religion is your premise god help u all,0.0
816,816,0,oh shit the one with the tattoo id suck him dry,-0.13333333333333333
817,817,1,you filthy ignorantcocksucker stankin as whore u should leave while you still ahead before someone stick a dick in your mouth to make u shut up,-0.8
818,818,1,sarcasm learn how to spell you moron,-0.8
819,819,0,why are you willing to share a cell,0.25
820,820,1,if u didnt give a fuck what i wa saying why is ur dumbass replying clearly u are ignorant and unsophisticated,-0.15
821,821,0,obama doe what he think is best for the country gop doe what they think is best for the republican partyit should be an easy choice come november,0.8111111111111112
822,822,0,well then is it true that you like anal,0.35
823,823,0,i still dont get how this is a big deal shit,-0.1
824,824,1,your ignorant a fuck black people been skateboarding for a long as time stop looking for lil wayne to set your trend,-0.20555555555555557
825,825,0,not really what it say a lot about is your lack of understanding on this subject,-0.13333333333333333
826,826,0,hahaha nigga we cp in that atl on yo as bring those pussy as nigga more blood on your pussy hand can handle your own fight 1712 temple ave college park ga 30337you aint bout that life and i bet tonite tomorrow to next year ill still sleep like a baby,0.15999999999999998
827,827,0,poll across the country show time after timethat voter vote against homosexual faux marriage,0.0
828,828,0,win win win honey badger carry u to the promised land,0.8000000000000002
829,829,1,youre a turd,0.0
830,830,0,with their imminent defeat in iraq and now afghanistan the head of snake of imperislism be cut off in syria by the brave people of the region with support of russia china and nation standing for justice and equality,0.8
831,831,0,wake up and smell the coffee who is the current premier of the wc,0.0
832,832,0,i understand what you are sayingnnout with the black in with the white,-0.08333333333333333
833,833,1,you have 60 year worth of history wrong and im the idiotnnbennyhill why do you hide your comment history i just caught you posting under your old name but you delete the profile before anyone can see your campaign of character assassination smear and distortionnncowardly much,0.025
834,834,1,alenlemone anyone intelligent reading your comment could only come to the conclusion that you have mental issue to say the least either that or youre simply a biased russian,0.06666666666666668
835,835,1,bitch you replied to my comment you stupid as nigga shut your trolling as up and log out and go breathe some air for once and lmao how fast you replied back to me i see you live on this site smh go get your dick wet seriously and stop sucking uncle ronnies dick,-0.04242424242424241
836,836,0,i guess this is obamas version of i like firing people,0.0
837,837,0,foxtard logicnnno matter how many proven fact you present to me whether it is back up by science math or just plain logic if it doe not support my narrow right wing view and justify my fear and hatred then it must be part of a vast left wing conspiracy to make me a gay mvslim mexicanxc2xa0,0.08756613756613757
838,838,1,buzz off you twat,0.0
839,839,0,i thought that makeup wa suppose to make any bitch look better in her case thats the total oppositen,0.25
840,840,0,have your country found puneet puneet yet your burn our flag your country is corrupt and the indian people are do g pay peanut and get stupid fken indian,-0.6499999999999999
841,841,0,what a great way to run a business,0.8
842,842,0,why are you here why do hate so much maybe someday you will figure it out,-0.30000000000000004
843,843,1,go change your depends crybaby,0.0
844,844,0,yes you are,0.0
845,845,1,that wa so 45 minute ago troll get with the time,0.0
846,846,0,ohso some union are ok who would decide which one go,0.5
847,847,1,stop whining you moron democrat you backed afucking no brain marxist loser in 2007 now pay the price,-0.8
848,848,0,this is actually a dumb ideaxa0 so you switch one union for another and then whatxa0 what about all other state unionsxa0 what about ccpoa or cahp and all othersxa0 apparently you do not have a clue that it is the bargaining system not specific union that skrew the employeesxa0all it take is for one or two of any of these union make a deal that will be enforced on all employeesxa0 are you going to decertify all of themxa0 you are very naive and want someone else to collect the due,-0.16083333333333336
849,849,1,i already have insurance you jack azz but if i didnt i will show up where i want to for medical care and you dumb azz will be paying for it just like you will be for all of those that cant and or wont afford to get insurance see this is why i dont like talking to people like you you have to use nasty language on you opposition because thats the way you deal with people that do not agree with you,-0.4583333333333333
850,850,0,and of course we have the added benefit of the poor 19yo who will now forever drive like an old lady for fear of hitting somebody else on behalf of all driver who will get stuck behind the slowpoke in future i would like to say to the girl fuck you very much,-0.14
851,851,0,first of all it the scotus moron and secondly the ruling by the 9th is nwritten for kennedy bro have you read it it mirror romer v evans i nwouldnt be so sure about your slap down we only need one vote from then supremes and judging by their ruling on gay right and equal nprotection in the past perry v brown is a slam dunkxc2xa0 for our side,0.024682539682539674
852,852,0,whyte brings to mind a sleezy greasy second hand car saleman in the act of conning some poor old dear out of her money where are all the in whyte we trust comment now slowly but surely the follower of ranger are awakening to the destinct demise of their teamrip,-0.020000000000000018
853,853,0,yeah the fault doesnt lie with you for being a bigot it lie with me for calling you on it,0.0
854,854,0,demoralized is the only word i can think of if a current soldier is reading these comment,0.0
855,855,0,angel wa hot wasnt she i cant remember yes that wa a piece of shit movie,0.024999999999999994
856,856,1,leidiot is a disgusting leaderless moronic self serving egotistical selfish bullying idiotic clown like deceitful and hateful scumbag,-0.7222222222222222
857,857,1,your teabilly slutchild is just a ignorant a her mothernnyou people are the trailer trash of america,0.0
858,858,0,oh and leighdont you normally pick a front runner by now,0.15
859,859,0,and now parent are afraid afraid to let their kid play outside i used to ride my bike all over stockton before it came the stockton it is today and climb tress and play cowboy and indian where someone dramatically died every six secondsnnof course more people went to church then and there wa spanking in school and there wa just a lot more respect for the institution that made this country greatnnso sure let sue hollywood but then let sue the liberal that made the democratic party the moral wasteland it is today,0.042857142857142864
